context,question,answer
"CREATE TABLE table_10236830_6 (nomination VARCHAR, film_name VARCHAR)",Which nominations was the film 27 Stolen Kisses nominated for?,"SELECT nomination FROM table_10236830_6 WHERE film_name = ""27 Stolen Kisses"""
CREATE TABLE table_name_29 (year VARCHAR),What was the 2nd leg for 2004?,SELECT 2 AS nd_leg FROM table_name_29 WHERE year = 2004
"CREATE TABLE table_name_61 (week VARCHAR, result VARCHAR)",Name the week when the result was l 38-17,"SELECT week FROM table_name_61 WHERE result = ""l 38-17"""
"CREATE TABLE table_name_91 (total VARCHAR, name VARCHAR, serie_a VARCHAR, coppa_italia VARCHAR, champions_league VARCHAR)","What was the total of Mauro Camoranesi when coppa italia was 0, champions league was 1 and less than 2 serie A?","SELECT total FROM table_name_91 WHERE coppa_italia = 0 AND champions_league = 1 AND serie_a < 2 AND name = ""mauro camoranesi"""
"CREATE TABLE table_name_12 (time VARCHAR, jockey VARCHAR)",What is the time for when cornelio velasquez was the jockey?,"SELECT time FROM table_name_12 WHERE jockey = ""cornelio velasquez"""
"CREATE TABLE table_name_24 (enrollment INTEGER, _number___county VARCHAR)",What's the enrollment at 41 Johnson?,"SELECT AVG(enrollment) FROM table_name_24 WHERE _number___county = ""41 johnson"""
"CREATE TABLE table_2849652_1 (_number_of_divisions VARCHAR, sport VARCHAR)",How many divisions in bowling ? ,"SELECT _number_of_divisions FROM table_2849652_1 WHERE sport = ""Bowling"""
"CREATE TABLE region (region_name VARCHAR, region_id VARCHAR); CREATE TABLE affected_region (region_id VARCHAR, storm_id VARCHAR); CREATE TABLE storm (storm_id VARCHAR, Number_Deaths VARCHAR)",Find the names of the regions which were affected by the storm that killed the greatest number of people.,SELECT T2.region_name FROM affected_region AS T1 JOIN region AS T2 ON T1.region_id = T2.region_id JOIN storm AS T3 ON T1.storm_id = T3.storm_id ORDER BY T3.Number_Deaths DESC LIMIT 1
"CREATE TABLE table_name_50 (gpu_frequency VARCHAR, part_number_s_ VARCHAR)",what is the gpu frequency when the part number is cw8064701470702?,"SELECT gpu_frequency FROM table_name_50 WHERE part_number_s_ = ""cw8064701470702"""
"CREATE TABLE table_name_15 (position VARCHAR, player VARCHAR)",What position does Mikhail Kravets play?,"SELECT position FROM table_name_15 WHERE player = ""mikhail kravets"""
"CREATE TABLE table_2108684_1 (episode VARCHAR, run_time VARCHAR)",What episode had a run time of 23:38?,"SELECT episode FROM table_2108684_1 WHERE run_time = ""23:38"""
"CREATE TABLE table_name_80 (high_assists VARCHAR, high_rebounds VARCHAR)","What is High Assists, when High Rebounds is ""Dwight Howard , Rashard Lewis (10)""?","SELECT high_assists FROM table_name_80 WHERE high_rebounds = ""dwight howard , rashard lewis (10)"""
"CREATE TABLE table_22962745_35 (season VARCHAR, batsmen VARCHAR)",What season was herschelle gibbs andrew symonds venugopal rao batsmen?,"SELECT season FROM table_22962745_35 WHERE batsmen = ""Herschelle Gibbs Andrew Symonds Venugopal Rao"""
"CREATE TABLE table_27713030_16 (location_attendance VARCHAR, high_assists VARCHAR)",What was the location and attendance when lebron james (10) had the high assists?,"SELECT location_attendance FROM table_27713030_16 WHERE high_assists = ""LeBron James (10)"""
"CREATE TABLE table_name_33 (category VARCHAR, year INTEGER)",What category has a year after 2004?,SELECT category FROM table_name_33 WHERE year > 2004
"CREATE TABLE GRAPES (GRAPE VARCHAR, Color VARCHAR); CREATE TABLE WINE (Winery VARCHAR, GRAPE VARCHAR)",Find the top 3 wineries with the greatest number of wines made of white color grapes.,"SELECT T2.Winery FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.GRAPE = T2.GRAPE WHERE T1.Color = ""White"" GROUP BY T2.Winery ORDER BY COUNT(*) DESC LIMIT 3"
"CREATE TABLE table_name_19 (ground VARCHAR, away_team VARCHAR)",What was the ground for away team essendon?,"SELECT ground FROM table_name_19 WHERE away_team = ""essendon"""
"CREATE TABLE table_2623498_5 (prod_code VARCHAR, episode__number VARCHAR)",What is the production code for episode #78?,"SELECT prod_code FROM table_2623498_5 WHERE episode__number = ""78"""
"CREATE TABLE table_22514845_5 (reporters VARCHAR, s_analyst VARCHAR)",Name the reporters for howard cosell,"SELECT reporters FROM table_22514845_5 WHERE s_analyst = ""Howard Cosell"""
"CREATE TABLE table_24565004_8 (nationality² VARCHAR, name VARCHAR)","If the name is Patrick Grappin, what is the nationality?","SELECT nationality² FROM table_24565004_8 WHERE name = ""Patrick Grappin"""
"CREATE TABLE table_name_17 (gamecenter VARCHAR, attendance VARCHAR)","Name the gamecenter that has attendance of 65,212","SELECT gamecenter FROM table_name_17 WHERE attendance = ""65,212"""
"CREATE TABLE table_name_21 (ties INTEGER, games_played VARCHAR, wins VARCHAR, goals_against VARCHAR)","For teams with fewer than 5 wins, goals against over 37, and fewer than 8 games played, what is the average number of ties?",SELECT AVG(ties) FROM table_name_21 WHERE wins < 5 AND goals_against > 37 AND games_played < 8
"CREATE TABLE table_27374004_3 (outgoing_manager VARCHAR, replaced_by VARCHAR)",How many outgoing managers were replaced by Bob Peeters?,"SELECT COUNT(outgoing_manager) FROM table_27374004_3 WHERE replaced_by = ""Bob Peeters"""
"CREATE TABLE table_name_82 (label VARCHAR, date VARCHAR, catalog VARCHAR)","Which Label has a Date smaller than 2008, and a Catalog of fall cd 006?","SELECT label FROM table_name_82 WHERE date < 2008 AND catalog = ""fall cd 006"""
"CREATE TABLE table_name_58 (round INTEGER, college VARCHAR)",What is the lowest round for Southern College?,"SELECT MIN(round) FROM table_name_58 WHERE college = ""southern"""
"CREATE TABLE table_name_88 (result VARCHAR, race VARCHAR)",What is the result of the ajc craven plate (wfa) race?,"SELECT result FROM table_name_88 WHERE race = ""ajc craven plate (wfa)"""
"CREATE TABLE table_name_91 (date VARCHAR, margin_of_victory VARCHAR)",What date had a margin victory of 2 strokes?,"SELECT date FROM table_name_91 WHERE margin_of_victory = ""2 strokes"""
"CREATE TABLE table_name_16 (visitor VARCHAR, date VARCHAR)",on january 12 who was the visitor?,"SELECT visitor FROM table_name_16 WHERE date = ""january 12"""
"CREATE TABLE table_name_22 (finish VARCHAR, franchise VARCHAR, year VARCHAR, league VARCHAR, percentage VARCHAR)","What was the Finish when NL was the League, the Percentage was under 0.726, the Year was larger than 1897, and the Franchies was the Pittsburgh Pirates?","SELECT finish FROM table_name_22 WHERE league = ""nl"" AND percentage < 0.726 AND year > 1897 AND franchise = ""pittsburgh pirates"""
"CREATE TABLE enroll (stu_num VARCHAR, class_code VARCHAR); CREATE TABLE course (crs_description VARCHAR, crs_code VARCHAR); CREATE TABLE CLASS (class_code VARCHAR, crs_code VARCHAR); CREATE TABLE student (stu_fname VARCHAR, stu_lname VARCHAR, stu_num VARCHAR)",Find names of all students who took some course and the course description.,"SELECT T1.stu_fname, T1.stu_lname, T4.crs_description FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num = T2.stu_num JOIN CLASS AS T3 ON T2.class_code = T3.class_code JOIN course AS T4 ON T3.crs_code = T4.crs_code"
"CREATE TABLE table_name_43 (rank INTEGER, studio_s_ VARCHAR, year VARCHAR)",Tell me the average rank for dharma productions before 2013,"SELECT AVG(rank) FROM table_name_43 WHERE studio_s_ = ""dharma productions"" AND year < 2013"
"CREATE TABLE table_name_78 (commissioned VARCHAR, laid_down VARCHAR)","What is Commissioned, when Laid Down is ""6 September 2003""?","SELECT commissioned FROM table_name_78 WHERE laid_down = ""6 september 2003"""
"CREATE TABLE table_name_89 (total VARCHAR, league INTEGER)",what is the total when the league is less than 1?,SELECT total FROM table_name_89 WHERE league < 1
"CREATE TABLE table_name_25 (album_title VARCHAR, original_label VARCHAR)",What is the title of the album that has Popup has the original label?,"SELECT album_title FROM table_name_25 WHERE original_label = ""popup"""
"CREATE TABLE table_name_89 (sellouts INTEGER, year VARCHAR, total_for_year VARCHAR)","What is the maximum sellouts for the 2008 year, with less than 161,369 total for year?",SELECT MAX(sellouts) FROM table_name_89 WHERE year = 2008 AND total_for_year < 161 OFFSET 369
"CREATE TABLE table_name_64 (venue VARCHAR, date VARCHAR)","What was the venue for the dates 1,2,3,4,6,7 jan 1908?","SELECT venue FROM table_name_64 WHERE date = ""1,2,3,4,6,7 jan 1908"""
"CREATE TABLE table_20522228_2 (share INTEGER, rank__overall_ VARCHAR)",What was the share for rank 54?,"SELECT MAX(share) FROM table_20522228_2 WHERE rank__overall_ = ""54"""
"CREATE TABLE table_261946_3 (enrollment VARCHAR, location__all_in_ohio_ VARCHAR)",What is the enrollment for Ashland University?,"SELECT enrollment FROM table_261946_3 WHERE location__all_in_ohio_ = ""Ashland"""
"CREATE TABLE table_name_65 (romaji_title VARCHAR, tv_station VARCHAR, average_ratings VARCHAR)","Which Romaji Title has a TV Station of fuji tv, and Average Ratings of 12.41%?","SELECT romaji_title FROM table_name_65 WHERE tv_station = ""fuji tv"" AND average_ratings = ""12.41%"""
CREATE TABLE table_name_7 (away_team VARCHAR),"When the away team was geelong, what was the away team score?","SELECT away_team AS score FROM table_name_7 WHERE away_team = ""geelong"""
"CREATE TABLE table_name_83 (name VARCHAR, total_goals VARCHAR, fa_cup_goals VARCHAR, league_cup_goals VARCHAR)","Who had fa cup goals of 0, league cup goals less than 2, and total goals of 2?",SELECT name FROM table_name_83 WHERE fa_cup_goals = 0 AND league_cup_goals < 2 AND total_goals = 2
"CREATE TABLE table_name_95 (founded VARCHAR, suburb VARCHAR)",What year was the Beaudesert suburb club founded,"SELECT founded FROM table_name_95 WHERE suburb = ""beaudesert"""
"CREATE TABLE table_name_37 (origin VARCHAR, versions VARCHAR)",Where is the origin of the tth version?,"SELECT origin FROM table_name_37 WHERE versions = ""tth"""
"CREATE TABLE table_name_32 (report VARCHAR, location VARCHAR)",What was the Report for the Monaco race?,"SELECT report FROM table_name_32 WHERE location = ""monaco"""
CREATE TABLE basketball_match (acc_percent VARCHAR),What is the highest acc percent score in the competition?,SELECT acc_percent FROM basketball_match ORDER BY acc_percent DESC LIMIT 1
CREATE TABLE Highschooler (grade VARCHAR),Which grade has the most high schoolers?,SELECT grade FROM Highschooler GROUP BY grade ORDER BY COUNT(*) DESC LIMIT 1
"CREATE TABLE table_name_37 (weight INTEGER, result VARCHAR, distance VARCHAR)","What is the largest weight wth a Result of –, and a Distance of 7f?","SELECT MAX(weight) FROM table_name_37 WHERE result = ""–"" AND distance = ""7f"""
"CREATE TABLE table_name_62 (game INTEGER, date VARCHAR, batting_2nd VARCHAR)",what is the game for 23 april when batting 2nd is england 5/113 (19)?,"SELECT MIN(game) FROM table_name_62 WHERE date = ""23 april"" AND batting_2nd = ""england 5/113 (19)"""
"CREATE TABLE table_name_98 (home_team VARCHAR, away_team VARCHAR)",Who was the home team when Melbourne was the away team?,"SELECT home_team FROM table_name_98 WHERE away_team = ""melbourne"""
"CREATE TABLE table_name_80 (attendance VARCHAR, opponent VARCHAR)",How many people attended when opponent was twins?,"SELECT COUNT(attendance) FROM table_name_80 WHERE opponent = ""twins"""
"CREATE TABLE table_name_90 (tournament VARCHAR, score VARCHAR)","What tournament had a Score of 6–3, 2–6, [10–8]?","SELECT tournament FROM table_name_90 WHERE score = ""6–3, 2–6, [10–8]"""
"CREATE TABLE table_26202788_7 (opponent_in_the_final VARCHAR, championship VARCHAR)","In the championship Indian Wells, United States (2), who are the opponents in the final?","SELECT opponent_in_the_final FROM table_26202788_7 WHERE championship = ""Indian Wells, United States (2)"""
"CREATE TABLE table_name_78 (area VARCHAR, authority VARCHAR, roll VARCHAR)",Which area has state authority and a roll fewer than 18?,"SELECT area FROM table_name_78 WHERE authority = ""state"" AND roll < 18"
"CREATE TABLE table_name_3 (home_team VARCHAR, away_team VARCHAR)",What was the home team when the away team was Frickley Athletic?,"SELECT home_team FROM table_name_3 WHERE away_team = ""frickley athletic"""
"CREATE TABLE table_name_39 (label VARCHAR, country_of_release VARCHAR)","When the country of release is EU, what is the label name?","SELECT label FROM table_name_39 WHERE country_of_release = ""eu"""
"CREATE TABLE table_10023387_1 (doubles_w_l VARCHAR, player VARCHAR)",what's the doubles w-l for player seol jae-min (none),"SELECT doubles_w_l FROM table_10023387_1 WHERE player = ""Seol Jae-Min (none)"""
"CREATE TABLE table_name_74 (laps INTEGER, rider VARCHAR, grid VARCHAR)",What is the sum of laps for Karl Muggeridge on a grid less than 16?,"SELECT SUM(laps) FROM table_name_74 WHERE rider = ""karl muggeridge"" AND grid < 16"
"CREATE TABLE school (school_name VARCHAR, school_id VARCHAR); CREATE TABLE endowment (school_id VARCHAR, amount INTEGER)",List all the names of schools with an endowment amount smaller than or equal to 10.,SELECT T2.school_name FROM endowment AS T1 JOIN school AS T2 ON T1.school_id = T2.school_id GROUP BY T1.school_id HAVING SUM(T1.amount) <= 10
"CREATE TABLE student (name VARCHAR, id VARCHAR); CREATE TABLE takes (course_id VARCHAR, id VARCHAR); CREATE TABLE course (course_id VARCHAR, dept_name VARCHAR)",Find the name of students who took some course offered by Statistics department.,SELECT T3.name FROM course AS T1 JOIN takes AS T2 ON T1.course_id = T2.course_id JOIN student AS T3 ON T2.id = T3.id WHERE T1.dept_name = 'Statistics'
"CREATE TABLE table_26250199_1 (song_choice VARCHAR, theme VARCHAR)",The theme Auditioner's Choice	has what song choice?,"SELECT song_choice FROM table_26250199_1 WHERE theme = ""Auditioner's Choice"""
"CREATE TABLE table_1930857_1 (language VARCHAR, grades VARCHAR)",What's the language in the school teaching grades 4-12?,"SELECT language FROM table_1930857_1 WHERE grades = ""4-12"""
"CREATE TABLE table_name_29 (partnering VARCHAR, tournament VARCHAR)","Who was the partner for the tournament in Lyon, France?","SELECT partnering FROM table_name_29 WHERE tournament = ""lyon, france"""
"CREATE TABLE table_1676073_12 (played VARCHAR, points VARCHAR)",How many games played for the team with 48 points?,"SELECT played FROM table_1676073_12 WHERE points = ""48"""
"CREATE TABLE table_2140071_5 (season VARCHAR, premier_date VARCHAR)","How many seasons have a premier date of January 6, 2005? ","SELECT COUNT(season) FROM table_2140071_5 WHERE premier_date = ""January 6, 2005"""
"CREATE TABLE table_name_90 (skipper VARCHAR, points VARCHAR)",Which skipper has 78 points?,"SELECT skipper FROM table_name_90 WHERE points = ""78"""
"CREATE TABLE table_name_47 (opponent VARCHAR, res VARCHAR, time VARCHAR)",Who was the opponent in the bout that led to a win in a time of 1:21?,"SELECT opponent FROM table_name_47 WHERE res = ""win"" AND time = ""1:21"""
"CREATE TABLE table_name_98 (ave__no INTEGER, name VARCHAR, height__m_ VARCHAR)","Which sum of AVE-No has a Name of albula alps, and a Height (m) larger than 3418?","SELECT SUM(ave__no) FROM table_name_98 WHERE name = ""albula alps"" AND height__m_ > 3418"
CREATE TABLE table_name_22 (Id VARCHAR),What is the 1994 finish in the event that had a 1998 finish of 2R?,"SELECT 1994 FROM table_name_22 WHERE 1998 = ""2r"""
"CREATE TABLE table_22871239_5 (score VARCHAR, team VARCHAR)",What was the score when the team was @ New Jersey? ,"SELECT score FROM table_22871239_5 WHERE team = ""@ New Jersey"""
"CREATE TABLE table_2818164_5 (no_in_season VARCHAR, original_air_date VARCHAR)","What episoe number in the season originally aired on February 11, 1988?","SELECT no_in_season FROM table_2818164_5 WHERE original_air_date = ""February 11, 1988"""
"CREATE TABLE table_name_74 (iheartradio VARCHAR, show VARCHAR)",What is the iHeartRadio of the Bronson and Christine Show?,"SELECT iheartradio FROM table_name_74 WHERE show = ""bronson and christine"""
